crash_date,crash_time,borough,zip,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,persons_injured,persons_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
04/16/2021,11:30,BRONX,10459,40.827972,-73.88707,"(40.827972, -73.88707)",,,1074      HOME STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4408044,Sedan,,,,
04/16/2021,15:30,,,40.66496,-73.82226,"(40.66496, -73.82226)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,4408165,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,15:00,,,40.719177,-73.79223,"(40.719177, -73.79223)",GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407544,Sedan,Taxi,,,
04/14/2021,8:03,MANHATTAN,10017,40.748825,-73.96984,"(40.748825, -73.96984)",EAST 42 STREET,1 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407277,Taxi,,,,
04/16/2021,7:45,QUEENS,11377,40.733597,-73.91062,"(40.733597, -73.91062)",,,53-15     58 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407834,Sedan,,,,
04/14/2021,6:45,STATEN ISLAND,10308,40.54048,-74.153404,"(40.54048, -74.153404)",ARMSTRONG AVENUE,HILLCREST STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4407338,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,22:43,,,40.738403,-73.93864,"(40.738403, -73.93864)",30 STREET,BORDEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407397,Pick-up Truck,Tow Truck / Wrecker,,,
04/15/2021,16:55,,,40.68039,-73.94956,"(40.68039, -73.94956)",FULTON STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4408109,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,18:00,BRONX,10451,40.817627,-73.92366,"(40.817627, -73.92366)",,,249       EAST 149 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4407683,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,12:26,MANHATTAN,10001,40.751446,-74.001434,"(40.751446, -74.001434)",WEST 29 STREET,10 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Turning Improperly,,,,4407829,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,8:10,MANHATTAN,10022,40.76161,-73.97076,"(40.76161, -73.97076)",EAST 57 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4407496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,16:00,BROOKLYN,11221,40.689648,-73.9184,"(40.689648, -73.9184)",MADISON STREET,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407609,Sedan,,,,
04/15/2021,18:30,BROOKLYN,11223,40.596977,-73.97324,"(40.596977, -73.97324)",MC DONALD AVENUE,AVENUE U,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407689,Sedan,Sedan,,,
04/16/2021,14:56,BROOKLYN,11220,40.63864,-74.02245,"(40.63864, -74.02245)",,,350       65 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407861,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,17:30,STATEN ISLAND,10306,40.565254,-74.1301,"(40.565254, -74.1301)",AMBOY ROAD,GUYON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407350,Sedan,,,,
04/14/2021,7:15,BROOKLYN,11207,40.655895,-73.898224,"(40.655895, -73.898224)",,,317       DE WITT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4407721,Sedan,,,,
04/14/2021,20:10,BROOKLYN,11238,40.68821,-73.96583,"(40.68821, -73.96583)",WASHINGTON AVENUE,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4407381,Station Wagon/Sport Utility Vehicle,Bike,,,
04/15/2021,9:28,MANHATTAN,10002,40.71649,-73.98484,"(40.71649, -73.98484)",,,154       BROOME STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4407653,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,9:05,QUEENS,11432,,,,PARSONS BLVD,90 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407299,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,10:49,,,,,,STATEN ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407590,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,14:30,BRONX,10467,40.876785,-73.87446,"(40.876785, -73.87446)",EAST 209 STREET,HULL AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407896,Sedan,,,,
04/16/2021,18:05,BRONX,10467,40.86367,-73.86741,"(40.86367, -73.86741)",,,2516      WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4407914,Sedan,Taxi,,,
04/14/2021,0:00,BRONX,10460,40.835827,-73.89068,"(40.835827, -73.89068)",,,1600      BOSTON ROAD,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4407512,Sedan,E-Bike,,,
04/15/2021,15:37,MANHATTAN,10029,40.793396,-73.94043,"(40.793396, -73.94043)",,,2145      2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4408427,Sedan,,,,
04/14/2021,17:20,BRONX,10472,40.84827,-73.88312,"(40.84827, -73.88312)",SOUTHERN BOULEVARD,EAST 182 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,4407532,E-Bike,Sedan,,,
04/14/2021,23:17,,,40.656273,-73.90731,"(40.656273, -73.90731)",HEGEMAN AVENUE,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4408086,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,9:25,BROOKLYN,11205,40.693462,-73.965485,"(40.693462, -73.965485)",,,492       MYRTLE AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407856,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/15/2021,16:00,BROOKLYN,11207,40.66725,-73.88799,"(40.66725, -73.88799)",DUMONT AVENUE,HENDRIX STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4407729,Van,Sedan,Sedan,,
04/13/2021,17:55,BRONX,10452,40.844105,-73.923065,"(40.844105, -73.923065)",GRANT HIGHWAY,UNIVERSITY AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4407789,Station Wagon/Sport Utility Vehicle,Bike,,,
04/16/2021,21:00,BROOKLYN,11203,40.651707,-73.93121,"(40.651707, -73.93121)",,,4905      CHURCH AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4408129,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,10:30,QUEENS,11420,40.680496,-73.821365,"(40.680496, -73.821365)",111 AVENUE,LEFFERTS BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4407576,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,23:36,BRONX,10452,40.834415,-73.92854,"(40.834415, -73.92854)",OGDEN AVENUE,WEST 165 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4408193,Ambulance,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,0:00,QUEENS,11377,40.7357,-73.90377,"(40.7357, -73.90377)",51 AVENUE,61 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407643,Sedan,,,,
04/15/2021,21:33,,,40.771038,-73.83413,"(40.771038, -73.83413)",WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,4407906,Sedan,Sedan,Sedan,,
04/14/2021,19:45,BROOKLYN,11201,40.69484,-73.98391,"(40.69484, -73.98391)",FLATBUSH AVENUE EXTENSION,JOHNSON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4407414,Sedan,Bike,,,
04/14/2021,7:45,MANHATTAN,10024,40.785774,-73.97052,"(40.785774, -73.97052)",,,38        WEST 86 STREET,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,4407623,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
04/14/2021,12:30,QUEENS,11373,40.733017,-73.8852,"(40.733017, -73.8852)",,,82-26     ANKENER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407436,Sedan,,,,
04/16/2021,8:30,,,40.709023,-73.757835,"(40.709023, -73.757835)",201 STREET,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,4407952,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,11:15,,,40.692886,-73.832184,"(40.692886, -73.832184)",ATLANTIC AVENUE,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4407761,Flat Bed,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,15:18,BROOKLYN,11209,40.620487,-74.029305,"(40.620487, -74.029305)",4 AVENUE,FOREST PLACE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,4408063,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,17:50,BROOKLYN,11204,40.618595,-73.99847,"(40.618595, -73.99847)",16 AVENUE,71 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407388,Sedan,Sedan,,,
04/14/2021,10:29,MANHATTAN,10026,40.803787,-73.953896,"(40.803787, -73.953896)",,,246       WEST 116 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4407766,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,20:02,BRONX,10459,40.82319,-73.889496,"(40.82319, -73.889496)",ALDUS STREET,FAILE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407901,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,19:20,,,40.680088,-73.94398,"(40.680088, -73.94398)",FULTON STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4408104,Sedan,Motorcycle,,,
04/14/2021,19:00,BRONX,10456,40.827927,-73.90094,"(40.827927, -73.90094)",TINTON AVENUE,HOME STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407486,Sedan,,,,
04/14/2021,22:21,BROOKLYN,11213,40.66895,-73.9339,"(40.66895, -73.9339)",EASTERN PARKWAY,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4408264,Moped,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,15:25,,,40.879055,-73.87439,"(40.879055, -73.87439)",PERRY AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,4407678,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,11:30,,,40.67043,-73.928185,"(40.67043, -73.928185)",SAINT JOHNS PLACE,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4407355,Moped,,,,
04/16/2021,23:14,BRONX,10469,40.875874,-73.84989,"(40.875874, -73.84989)",BOSTON ROAD,FISH AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4408155,Sedan,Sedan,,,
04/13/2021,9:30,,,40.675037,-73.930534,"(40.675037, -73.930534)",BERGEN STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4408271,Station Wagon/Sport Utility Vehicle,,,,
04/16/2021,13:59,,,40.767582,-73.9109,"(40.767582, -73.9109)",41 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4408380,Station Wagon/Sport Utility Vehicle,,,,
04/14/2021,6:35,MANHATTAN,10014,40.734352,-74.00849,"(40.734352, -74.00849)",,,690       WASHINGTON STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4407598,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,22:36,,,,,,Trans- Manhattan Expressway,Amsterdam Avenue,,4,1,0,0,0,0,4,1,Alcohol Involvement,,,,,4407693,Sedan,,,,
04/16/2021,14:50,BROOKLYN,11236,40.63083,-73.90736,"(40.63083, -73.90736)",EAST 80 STREET,PAERDEGAT 7 STREET,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,4407866,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,18:35,BROOKLYN,11210,40.63532,-73.95033,"(40.63532, -73.95033)",,,1452      FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407452,Sedan,Sedan,,,
04/13/2021,10:30,BROOKLYN,11211,40.714073,-73.95087,"(40.714073, -73.95087)",,,533       METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4407809,Tractor Truck Diesel,Sedan,,,
04/14/2021,6:55,BROOKLYN,11206,40.702194,-73.93587,"(40.702194, -73.93587)",,,923       FLUSHING AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,4407393,Sedan,Tractor Truck Gasoline,,,
04/14/2021,16:58,MANHATTAN,10065,40.764362,-73.96162,"(40.764362, -73.96162)",2 AVENUE,EAST 65 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407453,Sedan,Sedan,,,
04/12/2021,18:30,,,40.69496,-73.946236,"(40.69496, -73.946236)",TOMPKINS AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4408214,Sedan,,,,
04/16/2021,12:10,,,40.79656,-73.97226,"(40.79656, -73.97226)",WEST END AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407824,Box Truck,,,,
04/14/2021,9:00,BRONX,10454,40.805016,-73.92109,"(40.805016, -73.92109)",BROOK AVENUE,EAST 134 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4407431,Sedan,,,,
04/14/2021,17:00,QUEENS,11422,40.66406,-73.73846,"(40.66406, -73.73846)",241 STREET,141 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407632,Sedan,Sedan,,,
04/13/2021,13:14,MANHATTAN,10029,40.7963,-73.93829,"(40.7963, -73.93829)",EAST 115 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,4407841,Sedan,Sedan,,,
04/14/2021,2:25,QUEENS,11422,40.66563,-73.73921,"(40.66563, -73.73921)",BROOKVILLE BOULEVARD,SUNRISE HIGHWAY,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4407096,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,16:00,QUEENS,11436,40.680477,-73.7921,"(40.680477, -73.7921)",SUTPHIN BOULEVARD,FOCH BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407658,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,11:35,,,40.737785,-73.93496,"(40.737785, -73.93496)",VANDAM STREET,BORDEN AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4407933,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,12:26,MANHATTAN,10023,40.778606,-73.98163,"(40.778606, -73.98163)",AMSTERDAM AVENUE,WEST 72 STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,4407976,Station Wagon/Sport Utility Vehicle,Bus,,,
04/16/2021,0:30,QUEENS,11369,40.75868,-73.87552,"(40.75868, -73.87552)",93 STREET,32 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4407714,Sedan,Bike,,,
04/14/2021,17:55,,,40.856045,-73.90079,"(40.856045, -73.90079)",GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4407373,Sedan,Motorbike,,,
04/14/2021,23:36,BRONX,10466,40.880257,-73.843864,"(40.880257, -73.843864)",,,1309      EAST 223 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407568,Sedan,Sedan,,,
04/15/2021,20:00,QUEENS,11691,40.60677,-73.759575,"(40.60677, -73.759575)",,,13-32     EGGERT PLACE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407707,AMBULANCE,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,6:00,,,40.695683,-73.741875,"(40.695683, -73.741875)",218 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407692,,,,,
04/15/2021,15:10,QUEENS,11101,,,,REVIEW AVENUE,RAILROAD AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407615,Bike,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,20:00,,,40.667236,-73.770004,"(40.667236, -73.770004)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407865,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,6:13,BRONX,10460,40.8351,-73.8825,"(40.8351, -73.8825)",,,1725      WEST FARMS ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4407154,Sedan,,,,
04/15/2021,14:41,BROOKLYN,11236,40.633682,-73.89868,"(40.633682, -73.89868)",AVENUE M,REMSEN AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4407637,Sedan,,,,
04/14/2021,11:54,BROOKLYN,11201,40.698116,-73.977325,"(40.698116, -73.977325)",,,21        FLUSHING AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4407354,Station Wagon/Sport Utility Vehicle,,,,
04/16/2021,11:50,,,40.84747,-73.89134,"(40.84747, -73.89134)",HUGHES AVENUE,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4407793,Station Wagon/Sport Utility Vehicle,Chassis Cab,,,
04/14/2021,14:00,,,40.8047,-73.91243,"(40.8047, -73.91243)",BRUCKNER BOULEVARD,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407432,Station Wagon/Sport Utility Vehicle,Van,,,
04/16/2021,23:55,,,40.762676,-73.954346,"(40.762676, -73.954346)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4407946,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,14:30,QUEENS,11367,40.7158,-73.824486,"(40.7158, -73.824486)",UNION TURNPIKE,134 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407852,Sedan,Box Truck,,,
04/15/2021,23:00,MANHATTAN,10018,40.75584,-73.99238,"(40.75584, -73.99238)",,,339       WEST 39 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4408249,Sedan,,,,
04/15/2021,18:00,,,40.772102,-73.763954,"(40.772102, -73.763954)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4407987,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,20:19,BROOKLYN,11238,40.681602,-73.95855,"(40.681602, -73.95855)",,,557       CLASSON AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4408215,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,14:36,BROOKLYN,11210,40.62677,-73.946884,"(40.62677, -73.946884)",AVENUE J,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4408027,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,11:16,,,40.707493,-73.94153,"(40.707493, -73.94153)",MONTROSE AVENUE,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4407389,Station Wagon/Sport Utility Vehicle,Dump,,,
04/15/2021,10:00,,,40.8252,-73.867714,"(40.8252, -73.867714)",BRUCKNER BOULEVARD,ROSEDALE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407562,Sedan,Sedan,,,
04/12/2021,21:30,BRONX,10457,40.854115,-73.89091,"(40.854115, -73.89091)",EAST 183 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4407794,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
04/15/2021,14:06,QUEENS,11433,,,,ARCHER AVENUE,GUY R BREWER BLVD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4407596,Station Wagon/Sport Utility Vehicle,Bus,,,
04/16/2021,7:00,,,40.768875,-73.94898,"(40.768875, -73.94898)",FDR DRIVE,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,,4407779,Sedan,Sedan,Sedan,Sedan,
04/16/2021,15:21,BROOKLYN,11236,40.629707,-73.90486,"(40.629707, -73.90486)",EAST 80 STREET,PAERDEGAT 10 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407997,Taxi,,,,
04/15/2021,0:40,QUEENS,11426,40.72654,-73.71589,"(40.72654, -73.71589)",JAMAICA AVENUE,249 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4407408,Sedan,,,,
04/15/2021,18:00,STATEN ISLAND,10301,40.634415,-74.08535,"(40.634415, -74.08535)",,,323       VICTORY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,4408313,Sedan,,,,
04/15/2021,8:40,,,40.66937,-73.89523,"(40.66937, -73.89523)",SUTTER AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4407747,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/16/2021,17:25,BRONX,10466,40.89466,-73.86137,"(40.89466, -73.86137)",EAST 233 STREET,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,,,,4408402,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/16/2021,6:40,BROOKLYN,11215,40.669067,-73.9878,"(40.669067, -73.9878)",,,341       10 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4407702,Sedan,,,,
04/15/2021,14:00,,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4407652,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
04/15/2021,11:00,QUEENS,11416,40.681484,-73.85049,"(40.681484, -73.85049)",102 ROAD,89 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4407762,Sedan,Sedan,,,
04/14/2021,9:31,BRONX,10473,40.82433,-73.874374,"(40.82433, -73.874374)",BRUCKNER BOULEVARD,STRATFORD AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407297,Station Wagon/Sport Utility Vehicle,Bus,,,
04/14/2021,12:40,,,40.856606,-73.92841,"(40.856606, -73.92841)",WADSWORTH AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4407321,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
04/08/2021,21:52,BROOKLYN,11212,40.65785,-73.91648,"(40.65785, -73.91648)",ROCKAWAY PARKWAY,WILLMOHR STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4408100,Sedan,,,,
04/14/2021,8:58,,,40.62764,-73.89022,"(40.62764, -73.89022)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407505,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/09/2021,1:15,,,40.58401,-73.98587,"(40.58401, -73.98587)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4408047,Sedan,Sedan,,,
04/14/2021,17:30,BROOKLYN,11211,40.71791,-73.95341,"(40.71791, -73.95341)",ROEBLING STREET,NORTH 10 STREET,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,4407805,Station Wagon/Sport Utility Vehicle,,,,
04/15/2021,0:00,,,40.780437,-73.94989,"(40.780437, -73.94989)",EAST 90 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407697,Sedan,,,,
04/14/2021,8:30,QUEENS,11004,40.73973,-73.70625,"(40.73973, -73.70625)",263 STREET,83 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407367,Sedan,,,,
04/05/2021,16:21,MANHATTAN,10029,40.7952,-73.94623,"(40.7952, -73.94623)",,,1505      PARK AVENUE,3,0,0,0,0,0,3,0,Passing Too Closely,Unspecified,,,,4407837,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/14/2021,10:40,BROOKLYN,11201,40.694794,-73.98246,"(40.694794, -73.98246)",PRINCE STREET,JOHNSON STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,,,4407548,Taxi,Sedan,Sedan,,
04/16/2021,8:30,BROOKLYN,11228,40.614063,-74.01393,"(40.614063, -74.01393)",86 STREET,13 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407820,Trailer,Station Wagon/Sport Utility Vehicle,,,
04/16/2021,18:50,BROOKLYN,11218,40.633152,-73.97762,"(40.633152, -73.97762)",AVENUE F,MC DONALD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408150,Sedan,Bike,,,
04/16/2021,15:23,BROOKLYN,11228,40.612736,-74.01172,"(40.612736, -74.01172)",14 AVENUE,86 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4407842,Sedan,Sedan,,,
04/15/2021,17:55,BROOKLYN,11249,40.70166,-73.961464,"(40.70166, -73.961464)",WILLIAMSBURG STREET WEST,WYTHE AVENUE,,2,0,0,0,0,0,2,0,Pavement Slippery,Unspecified,,,,4407673,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/14/2021,0:42,MANHATTAN,10035,40.80641,-73.94227,"(40.80641, -73.94227)",EAST 125 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407278,Taxi,Sedan,,,
04/14/2021,12:30,MANHATTAN,10019,40.762234,-73.98987,"(40.762234, -73.98987)",WEST 48 STREET,9 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407459,Van,,,,
